,text,
2473,"@Smith_JeffreyT @OumieAndrews 
Desperate man drowning in own self inflicted bile of hatred.
Anyone assisting his illegal acts also guilty.",
2474,@PureGymChatham is the timetable being updated? Would be great to have some weekend classes back/variety of 8pm classes for commuters! 🙂💪🏼,
2475,@heydonworks that’s the one! Cheers.,
2476,@oliverjwestwood @OwenJones84 @guardian By proposing nothing?  What do you mean?,
2477,Whos better? #worldpollsleague   #TeamAJ #LoveBites #TeamAJLee #ThankYouAJ,
2478,"@larakiara ""You need slapping darrn"" he said before slapping darrn that bloke with the spanner",
2479,@PupJasper No much to do about it other that having you here next time all the pups are gathering,
2480,"I'm at Hard Rock Cafe London in Mayfair, Greater London https://t.co/QLtiP5lc3c",
2481,The Ravishing Russian @LanaWWE https://t.co/5zrntPBVju,
2482,.@JerseyBoysUK time 😀,
2483,"Tinsletown, the place to die for 😍",
2484,Didn't #Deloitte forewarn that Gov response to Brexit was chaotic?  #BrexitShambles @Deloitte  https://t.co/gfr68VckD1,
2485,@Biddybt oh what is it? 🐶,
2486,"@mattcullz @scottygb okay, no ice cream, but how do you feel about... nazis?",
2487,@MikeLiggins I was near Barclay in S/Stand and (genuinely) as Butterfield slid in for that split second thought thank God someone's battling,
2488,It better be https://t.co/Hx9vIZTTU4,
2489,"Can you play guitar my boy, can you fuck.",
2490,crowdpleaser is one of the best albums omfg 😭,
2491,...HOLY...SHIT 😓 https://t.co/T3QKxZBICf,
2492,@paulhopwood Did you know a #VirtualAssistant can save your #business more than just stress? Get it right in 2017 with #PVA - DM to chat!,
2493,OUT JAN 15TH https://t.co/kHchGO2Q9a,
2494,Stunned by this. Lots won't get how big a story it is. All that history gone for a huge city of RL fans. So sad https://t.co/Q5prtvIkNY,
2495,"Ah man, still can't believe George is gone 😔🎤🎼 Hope you all have a good day guys. In the words… https://t.co/TdrkEclVSx",
2496,"Here are our 2017 #cruise resolutions, now let's here yours! https://t.co/GcIGLLFuJT https://t.co/Zc8SwJ39Sg",
2497,"""If you are tired of London, you are tired of life"" 🙌🏻 #london #love @ London Eye https://t.co/fTRGTSF7T7",
2498,.@KnowRoaming has worked flawlessly in France but keeps dropping me off the network in Germany and U.K.,
2499,I would like to thank the inventor of copy and paste. Thank you from the bottom of my heart ❤️,
2500,"A great thank you to @DallowayTerrace, @FOBCOfficial, @boxofficeuk and @TheLondonEye for most amazing moments You are all mentioned! 💋",
2501,@Jackbludigital Did you know a #VirtualAssistant can save your #business more than just stress? Get it right in 2017 with #PVA - DM to chat!,
2502,My new year’s resolution for 2017: being rich with all I have gained on the way. https://t.co/fTY4QPhWlm,
2503,@JeffThames22 Definitely worth a look Jeff - we love the @MizunoGolf_News S5. Check out our 2016 wedges test: https://t.co/xmhnAJllpI,
2504,Happy New Year and good luck for the coming season Chris https://t.co/XzQTH8KHwM,
2505,@AnneSherringham Well its still keeping you fit,
2506,@ElClayton it’s my favourite from 2016. I can rewatch it any time. Have you seen Once?,
2507,@DrKysela Did you know a #VirtualAssistant can save your #business more than just stress? Get it right in 2017 with #PVA - DM to chat!,
2508,I'm just gonna sit here and fangirl now,
2509,Day 2 Hand balancing with @gracejehz and my #unicorns...#crow pose. Difference to yesterday's… https://t.co/OahliamZfA,
2510,"@manfred698 He died on screen (of alcohol poisoning, naturally) in last episode of ""Morse"" in 2000 &amp; in reality (of cancer) 2 years later",
2511,"Lady of the Lord, telling lies. https://t.co/LG9nJTNhxq",
2512,"Can you recommend anyone for this #job in #London, England? https://t.co/AiAUt23jpB #Driver #CDL #Hiring",
2513,@millwalljayne that's unlike you,
2514,#blackenedsilver #embossedfurniture drastically reduced on our showroom sale @Hopfarm paddock wood https://t.co/V2iFTTZ0qy,
2515,On Tonight's #CupcakeHour 8-9pm our interesting food facts are all about South Africa 🇿🇦🇿🇦 https://t.co/G7Ks08Gyuh,
2516,Launching January @Showmyhomework #motivatemyselfandothers #EMPOWER,
2517,Uzi Verts been watching too much anime,
2518,"This #job might be a great fit for you: Sr Analyst / Mgr, Commercial Operations - https://t.co/T9yrJL3is9 #London, England #Hiring",
2519,"#Bairavaa gets clean,pure U certicificate",
2520,Told by my friends in #Russia that the New Year TV was absolutely appalling and 70-year-old Alla Pugacheva was on all night.,
2521,@jonnymartyr ha ha yeah good point. It's interesting to hear different people's responses though.,
2522,oh jesus https://t.co/t93Iiyqnsa,
2523,the beginning of phatte chuk di gets me so hyPED,
2524,@EssexCricket hit number 7,
2525,"Here we go again ""carbs = bad"" repeated endlessly whilst people get fatter sicker &amp; diabetes costs spiral x https://t.co/f9WO6feAZG #obesity",
2526,Jesus 😳Bye Bradford Bulls 😳 https://t.co/EpC9z44rcM,
2527,"On Monday 2, #FelizLunes was Trending Topic in Worldwide for 8 hours: https://t.co/jXLjSPfnqs #trndnl",
2528,Well played #allthetrimmings #londonbaby @ Covent Garden London https://t.co/AfaCog7gqU,
2529,@pennycotton0 happy birthday Penny!,
2530,@cherylchapman_ Did you know a #VirtualAssistant can save your #business more than just stress? Get it right in 2017 with #PVA - DM to chat!,
2531,"On Monday 2, 'Tory Lanez' was Trending Topic in United Kingdom for 10 hours: https://t.co/lhHMCPbGsO #trndnl",
2532,On to watch @manutd play @whufc_official at the Olympic Park Stadium. The amazing sunset set the… https://t.co/8Y0JrWuJNP,
2533,He bit your legs. https://t.co/DVMtflbE1a,
2534,Taking the Thames River Taxi @ Canary Wharf https://t.co/kqQmITw7y4,
2535,Donald Trump appoints China critic Robert Lighthizer as chief trade negotiator https://t.co/uQOiZs3mlo #Politics https://t.co/TEK7yOZoDm,
2536,@Rose_Annie_Flo @profjamiehh @SameiHuda @DrFulli I was fortunate and didn't experience any of that with my therapist.,
2537,Binta was robbed THO #ANTM,
2538,The real question is do I need to reference google in my essay,
2539,@SEOZib Did you know a #VirtualAssistant can save your #business more than just stress? Get it right in 2017 with #PVA - DM to chat!,
2540,Commuters protest in song over price rises https://t.co/0PugaNi9em #Politics https://t.co/gAzZdkGrOl,
2541,@davinakiesse The deadlines the 16th. Im sure careers are gunna sheg me again,
2542,Back to work today at Reyl HQ. Slowly clearing the emails and new year deadlines https://t.co/QZFJNwCCW6,
2543,"The other day, Barack was in my office #madametussauds #london… https://t.co/vqswXZEyDZ",
2544,Great Eastern Street crash: Moped driver hospitalised after New Year’s Day smash https://t.co/eu1RAyaM33 #London https://t.co/8cJgw2AZr6,
2545,@dcamos Did you know a #VirtualAssistant can save your #business more than just stress? Get it right in 2017 with #PVA - DM to chat!,
2546,"Don't work hard, work smart. Ms Conran said.",
2547,Fire and meat. @ temper https://t.co/vlVybSdmC5,
2548,"It's a new year, the economy is performing better than expected, more people are in work than ever. Time for your #SpaceCity ad? #LetsDoThis",
2549,We tried going to Hogwarts but couldn't get through the platform  #london #kingscross #hogwarts… https://t.co/m4EjCX925t,
2550,Pre birthday hair cut #THREEDAYSTOGO,
2551,I have just re-downloaded #MyFitnessPal and remembered a brilliant @thepooluk article from last year 🙈 #NewYear  https://t.co/A4xvNjTj5d,
2552,"Mutation III is coming at you on Friday, at 5.55pm, here https://t.co/GsvQASoQVg",
2553,"Colleague: What did you get for Christmas, Will?

Me: Fat. I got fat.",
2554,"Do have a look at my Pinned Tweet, consider RTing it 👍🌿",
2555,@chanellejhayes Definitely a small toy poodle puppy! :),
2556,I'm at @BurgeriUk in London https://t.co/mUHzYCUY5v,
2557,@grahnort PLEASE tell me you and Mel feature HEAVILY in the 'Love Love Peace Peace'-esque @BBCLetItShine opening?!… https://t.co/3M9Rk5h1kq,
2558,"@Tinypopple Is your New Year's resolution to eat more snacks, Poppy?",
2559,"💋👣 @ London, United Kingdom https://t.co/EGNjp4NHn8",
2560,Does it mean how productive was the call... five stars then 😉 #wearepulselive cc @dstrac https://t.co/k2arbsvzff,
2561,everlasting love,
2562,@Ghana_ghel applying?😂,
2563,"@sizehelpteam Thanks, I emailed your support team this morning case ID 03057954",
2564,#EliteAntennas will be exhibiting our expert RF &amp; Microwave feed and antenna capabilities at #hdse2017 1st Feb in H… https://t.co/2l8Nhcu5YQ,
2565,What a colourful way to start the new year! #popeyevillage #traveltips https://t.co/bpYPWCv3Aa,
2566,"@geometric Nah, i'd say you'd be good with it. Otherwise I *really* recommend Illamasqua Beyond Powder highlighter in OMG Champagne.",
2567,"@csoghoian odd since they have a pretty good one in @kansasalps, no?",
2568,"@LadyBugFPC thanks Vicki for the fantastic afternoon of nattering... #WeAreFunPeople
#PoleDancing",
2569,"@CloudLulu my mind does this too much tbh, finding that balance is key",
2570,Most iconic lyric ever,
2571,@simonlporter Did you know a #VirtualAssistant can save your #business more than just stress? Get it right in 2017 with #PVA - DM to chat!,
2572,"@MikeLiggins Genuinely gobsmacked but I am partial, of course - it seemed like a regular midfielder's everyday tackle that takes man &amp; ball",
2573,"Merkel displays a psychopathic disregard for the safety, health,economic &amp; social well-being of her citizens.All under guise of ""compassion""",
2574,@Blackbirds1632 More's the point Why give money to countries supporting or harbouring terrorist organisations,
2575,@memetrafficker but how did you pronounce it before like it's quite simple,
2576,@lisabriercliffe Did you know a #VirtualAssistant can save your #business more than just stress? Get it right in 2017 with #PVA - DM to chat,
2577,@mattgreg85 whats the question? Lol,
2578,College... naaa not about it,
2579,Do you have more brains than Homer? Prove it !  Blow away those Christmas cobwebs and test your… https://t.co/fxX4uiWXKl,
2580,@MissECalwell send me dm with address you'd like the badge sent to,
2581,@L0Jim You need to be intelligent to be funny. Modern comedians lack any intelligence and are badly educated and liberal biased.,
2582,I almost died. When I tell you that I couldn't walk for 3 days it's not a joke 😭,
2583,@bicknaker why do you hate yourself so much?,
2584,"Love and dick, you're blessed https://t.co/m2mliSFet1",
2585,#RogueOne here I come again! Rebellions are built on Hope. https://t.co/c3rClE5FnU,
2586,@arsenal_tickets @GunnersTickets Need a ticket for Chelsea away @ the bridge Feb 04. Please help ! 🙏🏽🙏🏽,
2587,@karen_pleasance @Spike______ @T5DPF bash him k,
2588,"There's no difference, Cole. 'Physically impossible' means it contravenes laws of physics. If we observe it, the law is wrong.
@cjbanning",
2589,@SuziLDavis @ABLrecruitment this is so cute,
2590,@dearaunty A GE is the perfect solution for May,
2591,The hashtag #WBAHUL took the 13th place in the Top20 of London's Trends for Monday 2: https://t.co/KYdOc1TJxh #trndnl,
2592,summer hurry up plz,
2593,"This video still bangs 
https://t.co/7p8lWLaQKq",
2594,Microsoft's CMO @paul_davies will be talking 'marketer as shapeshifter' @isbasays March 8th conf book here https://t.co/saiIr5u0x3,
2595,When will it stop? How long will our society go on blaming women for assaults upon them?  #Bengalurushame,
2596,What a JOY to have shared my New Years Day with Yoga Seekers! I am deeply moved and touched by… https://t.co/KE1Mq5YE6k,
2597,Good thing I don't have a secret life. What you see is what you get.. 😊,
2598,"New year, new profile pics! Meet Vivienne and Karen from our Beijing office. #topsalesteam https://t.co/DYYhii6SrG",
2599,"@manfred698 I can remember him in a starring role, just out of drama school, as a military policeman in ITV's ""Redcap"" in 1965.",
2600,@RaeSnape @thatboycanteach @FliptheSystemUK @MattGovernor @ukedchat @jpembroke @naz_ummhidayah @MissVicki_V… https://t.co/4zFhqjC8lw,
2601,"Dartford QE II Bridge Closures :-

https://t.co/sdhGxucoHP https://t.co/sW17QN6Y2T",
2602,"Wow Factor January Specials 
https://t.co/a4PZbx9RfO https://t.co/fQmcnxT1OD",
2603,Share our application form with enthusiastic students who'd make great coaches! https://t.co/jeU2BDxNiY @LSEVolunteering - deadline 17/01 -,
2604,"Guys, who do you think is gonna be in the TOTW? I can only think of Kane, Alli and Willian. #FUTChampions",
2605,@TanishaChloe_x honestly love them,
2606,Today's exercise. https://t.co/HFdTJS6EUq,
2607,Too deep to handle today https://t.co/2CoxgsaW9U,
2608,End of holiday treat. Back to normality tomorrow *sigh* #january #winter #2017 @ PizzaExpress https://t.co/EJtRppQgq2,
2609,Wonder how long it will take for Honey G to be dropped from Her record label after a top 150 hit single... #xfactor #syco,
2610,We have got Paul from @kitchencookshop Co Hosting Tonight's #CupcakeHour 8-9pm Come along &amp; join in the fun 💕 https://t.co/qtb3mV2l4I,
2611,Feeling truly honored to receive the Dean's Award for Excellence from @lborouniversity in recognition of my masters… https://t.co/VvCC9zDKSl,
2612,Is Kim still appearing on Ellen?,
2613,Cafe Lunch 👌🏽,
2614,@siobhandillonuk have an amazing time.Lucy &amp; I flying to NYC in Feb to see Sunset. So excited. Safe travels,
2615,@ChelsInThe6 @LiamBradford84 that's only two instances 😴,
2616,@FamiliesWatford please retweet so companies and families can benefit from this local company great prices and serv… https://t.co/xK4f3yLGzM,
2617,"Arthur today: 
What do you mean go outside for a walk!? It's too… https://t.co/MmrEocdBMR",
2618,Next Stop __________ #photography #goldenhourphotography #colourphotography #holiday… https://t.co/sDy0VgdYSD,
2619,@JasonSquiresSM Did you know a #VirtualAssistant can save your #business more than just stress? Get it right in 2017 with #PVA - DM to chat!,
2620,Back from hols n taking e day off instead of figuring out what to write abt neurodegen ds biomarkers 😴😴😴 https://t.co/e4XFyKmCxt,
2621,Need to hit Madrid this year,
2622,"#Watch Live=&gt; https://t.co/BOoAZJYRxT
#EPL 2017 Live=&gt; https://t.co/BOoAZJYRxT",
2623,Fashion Parade 2017 #fashionparadebride #mustangproductions #fashion #pakistanifashion… https://t.co/BFGxZzLnz9,
2624,5.5 new year miles done. New trainers and bone-conducting headphones… https://t.co/U19ZODEsKd,
2625,Carol by The Rolling Stones is #nowplaying in The Plough Bar &amp; Grill.,
2626,@besthebeast @AndrewPoetry @IMcMillan yikes,
2627,@OpinionatedSPUK Did you know a #VirtualAssistant can save your #business more than just stress? Get it right in 2017 with #PVA - DM to chat,
2628,"@sandycann2 My point was if one HCP can do it why can't/don't the others?
Partnership more productive than #UsandThem",
